No,Usia (tahun),Jenis Kelamin,Pekerjaan Ortu,Penghasilan Ortu/bulan ,Kecamatan,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,PAR_LEG,PAR_PRES,CAPRES,SK_FIL,KL_FIL
286,17,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,27,Tinggi
287,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,27,Tinggi
288,17,Laki-laki,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp1.000.000,00 - Rp5.000.000,00",Ngombol,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
289,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,25,Sedang
290,18,Perempuan,Buruh,"<Rp1.000.000,00",Ngombol,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,25,Sedang
291,16,Perempuan,Buruh,"<Rp1.000.000,00",Ngombol,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PKS,PKS,Belum menentukan pilihan,24,Sedang
292,17,Laki-laki,Tidak Bekerja,"<Rp1.000.000,00",Kutoarjo,Tidak,Tidak tahu,Tidak,Tidak tahu,Tidak Setuju,Tidak,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Belum menentukan pilihan,19,Sedang
293,17,Laki-laki,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
294,17,Laki-laki,Guru Tetap / Honorer,"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Tidak,Tidak tahu,Tidak,Tidak tahu,Kurang Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PSI,PSI,Belum menentukan pilihan,20,Sedang
295,17,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PAN,PDIP,Prabowo Subianto,24,Sedang
296,17,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,28,Tinggi
297,17,Laki-laki,Lainnya,"<Rp1.000.000,00",Purwodadi,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
298,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Purwodadi,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Ganjar Pranowo,27,Tinggi
299,17,Perempuan,Buruh,"<Rp1.000.000,00",Ngombol,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,Gerindra,PDIP,Prabowo Subianto,26,Tinggi
300,17,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,26,Tinggi
301,17,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Mengetahui,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Tidak pernah,Mungkin,Mungkin,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,23,Sedang
302,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,PAN,PDIP,Ganjar Pranowo,23,Sedang
303,18,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
304,16,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
305,17,Laki-laki,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,28,Tinggi
306,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
307,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,27,Tinggi
308,18,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Ganjar Pranowo,26,Tinggi
309,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Ganjar Pranowo,28,Tinggi
310,17,Laki-laki,Buruh,"<Rp1.000.000,00",Ngombol,Tidak,Tidak tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Jarang,Mungkin,Tidak,Terpengaruh,Demokrat,PDIP,Ganjar Pranowo,20,Sedang
311,16,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
312,17,Perempuan,Lainnya,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Prabowo Subianto,26,Tinggi
313,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Prabowo Subianto,27,Tinggi
314,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Mungkin,Mungkin,Tidak terpengaruh,Gerindra,PDIP,Ganjar Pranowo,23,Sedang
315,17,Perempuan,Lainnya,"<Rp1.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Gerindra,Demokrat,Prabowo Subianto,26,Tinggi
316,16,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Gerindra,PDIP,Ganjar Pranowo,23,Sedang
317,17,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Ya,Ya,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,22,Sedang
318,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,24,Sedang
319,17,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Kadang-kadang,Ya,Ya,Tidak terpengaruh,PDIP,PDIP,Lainnya,22,Sedang
320,17,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Ragu-ragu,Golkar,Golkar,Lainnya,23,Sedang
321,18,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Ngombol,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Kadang-kadang,Mungkin,Ya,Ragu-ragu,Golkar,PDIP,Ganjar Pranowo,20,Sedang
322,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Prabowo Subianto,24,Sedang
323,17,Perempuan,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp1.000.000,00 - Rp5.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Belum menentukan pilihan,28,Tinggi
324,17,Perempuan,Lainnya,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Mungkin,Mungkin,Tidak terpengaruh,PDIP,Demokrat,Belum menentukan pilihan,20,Sedang
325,17,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Tidak tahu,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,21,Sedang
326,17,Laki-laki,Buruh,"<Rp1.000.000,00",Butuh,Tidak,Tidak tahu,Tidak,Tidak tahu,Biasa Saja,Ya,Kadang-kadang,Tidak,Mungkin,Ragu-ragu,Demokrat,PDIP,Ganjar Pranowo,17,Rendah
327,17,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PAN,Prabowo Subianto,23,Sedang
328,17,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Tidak,Tidak tahu,Ya,Tidak tahu,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,21,Sedang
329,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Ya,Jarang,Ya,Mungkin,Ragu-ragu,Perindo,PDIP,Belum menentukan pilihan,20,Sedang
330,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Belum menentukan pilihan,27,Tinggi
331,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,PDIP,Belum menentukan pilihan,27,Tinggi
332,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Jarang,Ya,Mungkin,Tidak terpengaruh,Demokrat,Demokrat,Belum menentukan pilihan,23,Sedang
333,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
334,17,Perempuan,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Kutoarjo,Ya,Sangat mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,29,Tinggi
335,17,Perempuan,Lainnya,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,26,Tinggi
336,17,Perempuan,Lainnya,"<Rp1.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,22,Sedang
337,17,Perempuan,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,29,Tinggi
338,17,Perempuan,Lainnya,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,27,Tinggi
339,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Tidak,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,21,Sedang
340,17,Perempuan,Tidak Bekerja,"<Rp1.000.000,00",Grabag,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,27,Tinggi
341,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Nasdem,Belum menentukan pilihan,27,Tinggi
342,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Ragu-ragu,Golkar,Demokrat,Belum menentukan pilihan,25,Sedang
343,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Mungkin,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
344,16,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Tidak tahu,Tidak,Tidak tahu,Kurang Setuju,Ya,Sering,Mungkin,Tidak,Tidak terpengaruh,PAN,Demokrat,Belum menentukan pilihan,22,Sedang
345,16,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Mungkin,Tidak terpengaruh,PDIP,PKB,Belum menentukan pilihan,23,Sedang
346,17,Perempuan,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,27,Tinggi
347,16,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Nasdem,Belum menentukan pilihan,25,Sedang
348,16,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,28,Tinggi
349,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
350,19,Laki-laki,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,21,Sedang
351,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Tidak pernah,Mungkin,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Belum menentukan pilihan,21,Sedang
352,17,Perempuan,Buruh,"<Rp1.000.000,00",Ngombol,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Lainnya,25,Sedang
353,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,27,Tinggi
354,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
355,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PDIP,Ganjar Pranowo,27,Tinggi
356,16,Perempuan,Guru Tetap / Honorer,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Belum menentukan pilihan,25,Sedang
357,16,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
358,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,27,Tinggi
359,18,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PPP,Anies Baswedan,27,Tinggi
360,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
361,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Prabowo Subianto,26,Tinggi
362,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,PKB,Belum menentukan pilihan,23,Sedang
363,17,Perempuan,Buruh,"<Rp1.000.000,00",Grabag,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,29,Tinggi
364,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,26,Tinggi
365,18,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,27,Tinggi
366,17,Laki-laki,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp5.000.000 - Rp10.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Sering,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,27,Tinggi
367,16,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Prabowo Subianto,24,Sedang
368,16,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
369,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,28,Tinggi
370,16,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Gerindra,Prabowo Subianto,28,Tinggi
371,16,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,26,Tinggi
372,17,Laki-laki,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
373,17,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Ya,Mengetahui,Ya,Keinginan sendiri,Tidak Setuju,Ya,Kadang-kadang,Tidak,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,28,Tinggi
374,17,Laki-laki,Buruh,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
375,18,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,Golkar,Belum menentukan pilihan,26,Tinggi
376,17,Laki-laki,Lainnya,"<Rp1.000.000,00",Kemiri,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,26,Tinggi
377,17,Laki-laki,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Kemiri,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Gerindra,Prabowo Subianto,28,Tinggi
378,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,27,Tinggi
379,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Prabowo Subianto,23,Sedang
380,17,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Prabowo Subianto,27,Tinggi
381,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Kemiri,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,Golkar,Belum menentukan pilihan,26,Tinggi
382,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,PKB,Ganjar Pranowo,21,Sedang
